策略,总收益,CAGR,最大回撤,收益/回撤,空仓占比
SPY 买入持有 (基准),6.0162,0.1467,-0.3372,17.8429,0.0
训练最优 (2011-2025),7.207666589919919,0.1588057766940194,-0.2449639386094109,29.423378113675618,0.002711076684740511
训练参数→2011-2015,0.6707238082863607,0.13182548310119313,-0.18605447707014677,3.604986124754647,0.002711076684740511
训练参数→2016-2026 OOS,4.544151272603735,0.24603484727554625,-0.2449639386094109,18.550286619326755,0.002711076684740511
2011-2015 网格天花板,0.09880961821448975,0.040777984280852886,-0.01176736918819421,8.396916645873743,0.7507745933384973
"危机感知 (thr=2.00,2020空仓≥50%)",7.207666589919919,0.1588057766940194,-0.2449639386094109,29.423378113675618,0.002711076684740511
