窗口,止损2.0_收益%,止损2.0_回撤%,止损2.0_夏普,止损1.6_收益%,止损1.6_回撤%,止损1.6_夏普,原版2.0_收益%,原版2.0_回撤%,原版2.0_夏普,SPY_收益%,SPY_回撤%,SPY_夏普
全样本 2011-2025,116.68616867611603,-19.428441319330545,0.6058821577441634,88.06724650963262,-19.654114755320474,0.5589471848538566,720.7662817072297,-24.496387071508742,0.9421449054272739,601.6151850038866,-33.71727597411495,0.8446543126642806
样本外 2016-2026,125.51888969134382,-20.940139393544534,0.8365219045968856,81.79283373456394,-19.654114755320474,0.6877923276797144,454.4150754461529,-24.496387071508742,1.0576661218347387,345.39032992334484,-33.71727597411495,0.8879002193291167
