窗口,thr1.6_收益%,thr1.6_回撤%,thr1.6_夏普,thr2.0_收益%,thr2.0_回撤%,thr2.0_夏普,SPY_收益%,SPY_回撤%,SPY_夏普
全样本 2011-2025,622.9508108245136,-24.496387071508817,0.9392934252878542,720.7662817072297,-24.496387071508742,0.9421449054272739,601.6151850038866,-33.71727597411495,0.8446543126642806
样本外 2016-2026,414.3710769349593,-24.496387071508817,1.0830119943896221,454.4150754461529,-24.496387071508742,1.0576661218347387,345.39032992334484,-33.71727597411495,0.8879002193291167
