策略,total_return,CAGR,max_drawdown,ret_dd_ratio,cash_ratio
SPY 买入持有 (基准),6.0162,0.1388,-0.3372,17.8429,0.0
未约束训练最优 (2011-2025),6.226284473395668,0.14101081165233587,-0.24496393860941046,25.417147147210677,0.010069713400464756
训练参数→2011-2015,0.777780986972614,0.12218574294419637,-0.18605447707014677,4.180393824542974,0.010069713400464756
训练参数→2016-2026 OOS,3.562439820209362,0.15505632172154837,-0.24496393860941046,14.542711226935296,0.010069713400464756
2011-2015 网格天花板,0.5381445790324229,0.09009941514755626,-0.09590270805018986,5.611359574442773,0.3929124709527498
危机感知阈值 (2011-2025),6.226284473395668,0.14101081165233587,-0.24496393860941046,25.417147147210677,0.010069713400464756
危机感知→2011-2015,0.777780986972614,0.12218574294419637,-0.18605447707014677,4.180393824542974,0.010069713400464756
危机感知→2016-2026 OOS,3.562439820209362,0.15505632172154837,-0.24496393860941046,14.542711226935296,0.010069713400464756
